Tweet,User - Location,User - Followers,Classificacao,Sentimento,Tweet_Ingles,Class_TextBlob
puta que me pariu,,129,Negativo,0,bitch that gave me birth,Neutro
rt aqui no df o telefone para fazer denúncias só recebe ligações de fixo também tive que ir a caixa mes passado para achar meu auxilio que havia sumido estao se danando para os que são conscientes e responsáveis,Brasil,3598,Negativo,0,rt here at df the phone to make complaints only receives landline calls I also had to go to the cashier last month to find my help that was gone are being damned for those who are aware and responsible,Positivo
rt profissionais solicitamos à medidas para solucionar as inconsistências apresentadas na área de emissão de guias do portal do simples nacional eles já estão trabalhando no problema e apresentarão uma solução em breve #somoscontabeis #simplesnacional #cfc,"Magé, Brasil",1392,Negativo,0,rt professionals we ask the measures to solve the inconsistencies presented in the area of issuing guides of the simple national portal they are already working on the problem and will present a solution soon #somoscontabeis #simplesnacional #cfc,Negativo
rt profissionais solicitamos à medidas para solucionar as inconsistências apresentadas na área de emissão de guias do portal do simples nacional eles já estão trabalhando no problema e apresentarão uma solução em breve #somoscontabeis #simplesnacional #cfc,"São Paulo, Brasil",137,Negativo,0,rt professionals we ask the measures to solve the inconsistencies presented in the area of issuing guides of the simple national portal they are already working on the problem and will present a solution soon #somoscontabeis #simplesnacional #cfc,Negativo
rt profissionais solicitamos à medidas para solucionar as inconsistências apresentadas na área de emissão de guias do portal do simples nacional eles já estão trabalhando no problema e apresentarão uma solução em breve #somoscontabeis #simplesnacional #cfc,,97,Negativo,0,rt professionals we ask the measures to solve the inconsistencies presented in the area of issuing guides of the simple national portal they are already working on the problem and will present a solution soon #somoscontabeis #simplesnacional #cfc,Negativo
rt cadê a e a 👇👇👇👇👇👇👇👇👇👇,"Rio de Janeiro, Brasil",8041,Negativo,0,rt where&#39;s aea 👇👇👇👇👇👇👇👇👇👇,Neutro
rt é foda tbm tô nessa situação faltam ainda 05 clientes p finalizar a apuração do simples e nada da porcaria do site funcionar tá assim desde sexta,Brasil,531,Negativo,0,rt is awesome tbm i&#39;m still in this situation 05 clients are still missing p finalize the counting of the simple and none of the crap site works like this since Friday,Neutro
rt zona federal,Brasil,531,Negativo,0,rt zona federal,Neutro
rt desde o inicio da semana passada sexta foi o ápice tenho uns 30 ainda para terminar eles estragaram o que funcionava não sei qual o problema dessa gente do governo são mirins demais,"Sao Paulo, Brazil",25650,Negativo,0,rt since the beginning of last week Friday was the culmination I have about 30 yet to finish they ruined what worked I don&#39;t know what the problem of these government people are too young,Positivo
rt disse tudo,"Sao Paulo, Brazil",25650,Negativo,0,rt said it all,Neutro
rt neusa trabalho na área fiscal geramos das e darfs para as empresas arrecadarem para encher os cofres do governo há mais de uma semana o sistema do simples nacional está fora do ar e o vencimento é dia 21/01 sabe o que fizeram emitiu uma nota e nada mais zona,"Sao Paulo, Brazil",25650,Negativo,0,rt neusa work in the tax area we generated das e darfs for companies to collect to fill the government coffers for over a week the system of the national simple is down and the expiration date is 01/21 know what they did issued a note and nothing else zone,Negativo
rt ha dias é essa mensagem que quem tenta emitir o das do simples nacional que vence amanha recebe e todos voces fingem estar tudo normal isso faz parte dos planos do para acabar com o simples nacional pq isso pode ser tudo menos normal,,97,Negativo,0,rt ha dias is this message that those who try to send the simple national who wins tomorrow receive and all of you pretend to be all normal this is part of the plans to end the simple national because this can be anything but normal,Positivo
rt já tentei por 5 navegadores agora deu certo de gerar um impraticável,"Sao Paulo, Brazil",25650,Negativo,0,rt already tried for 5 browsers now it worked to generate an impractical,Neutro
rt para onde a gente olhe seja saude educação e no nosso caso estamos olhando para a arrecadação eles estragaram tudo falaram tanto do pt que vão deixar um estrago bem maior nada mais funciona #zonafederal,"Sao Paulo, Brazil",25650,Negativo,0,rt where we look is health education and in our case we are looking at the collection they ruined everything they talked so much about the pt that they will leave a much bigger damage nothing else works #zonafederal,Positivo
rt para onde a gente olhe seja saude educação e no nosso caso estamos olhando para a arrecadação eles estragaram tudo falaram tanto do pt que vão deixar um estrago bem maior nada mais funciona #zonafederal,,2660,Negativo,0,rt where we look is health education and in our case we are looking at the collection they ruined everything they talked so much about the pt that they will leave a much bigger damage nothing else works #zonafederal,Positivo
rt com certeza difícil acreditar no que está acontecendo,Brasil,531,Negativo,0,rt for sure hard to believe what&#39;s going on,Positivo
rt vou pedir socorro para os unicórnios,"Sao Paulo, Brazil",25650,Negativo,0,rt I will ask for help for the unicorns,Neutro
rt estamos precisando apurar e transmitir o simples nacional na parte do cálculo o portal do simples simplesmente cai atenção não estão querendo receber ou isso é uma coação a multa e juros,,581,Negativo,0,"rt we need to find out and transmit the simple national in the calculation part, the simple portal simply drops attention they are not willing to receive or this is a coercion to fine and interest",Positivo
to na mesma situação alo,"Rio de Janeiro, Brasil",1043,Negativo,0,in the same situation hello,Neutro
uma verdadeira porcaria tentar fazer o cadastro pra tirar o passaporte no site da site lixo,No seu coração ,570,Negativo,0,a real crap try to register to get your passport on the website of the garbage site,Negativo
vou parar de declarar imposto de renda e vou beber tudo,Brazil,1680,Negativo,0,I will stop declaring income tax and I will drink everything,Neutro
ta te desafiano,garbel,372,Neutro,2,I&#39;m challenging you,Positivo
está na hora de descobrir para quem olhem aí,"São Paulo, Brasil",3940,Neutro,2,it&#39;s time to find out who to look at,Neutro
🤯🤯🤯🤯🤯🤯,"Teresina, Brasil",94,Neutro,2,🤯🤯🤯🤯🤯🤯,Neutro
punição a esse safado,"Porto Alegre, Brasil",1007,Neutro,2,punishment to this bastard,Neutro
quem mandou matar bolsonaro pergunta que não quer calar #opoha ministro,"São Paulo, Brasil 🇧🇷",419,Neutro,2,who ordered to kill bolsonaro asks that he doesn&#39;t want to shut up #opoha minister,Neutro
e antigamente,,27,Neutro,2,and in the past,Negativo
entendo e estuda o que,,27,Neutro,2,understand and study what,Neutro
faz assim no dia em que você encontrar ou criar um mínimo de estrato social que subsista em harmonia com essa ideologia me chama pra visitar ok até lá é tão real e concreta quanta a casa de tijolos do prático o porquinho mais velho dos três,,27,Neutro,2,do it the day you find or create a minimum social stratum that exists in harmony with this ideology calls me to visit ok until then it is as real and concrete as the brick house of the practical the oldest pig of the three,Positivo
sem a sociedade organizada pelo estado ainda que sob a participação de organizações privadas e sociais não existe meu trabalho sem depender de um zilhão de fatores que não vão se unir por vontade do povo de shangrilá me poupe desses delírios tenho vida real pra cuidar,,27,Neutro,2,without society organized by the state even though under the participation of private and social organizations my work does not exist without depending on a zillion factors that will not come together by the will of the people of shangrilá save me from these delusions I have real life to take care,Positivo
você trabalha carol em que,,27,Neutro,2,do you work carol in that,Neutro
interessante tem algum artigo científico que elabore sobre isso alô vale a pena investigar essa galera aí estão procurando justificativa ética para o crime de sonegação,,27,Neutro,2,interesting is there a scientific article that elaborates on that hello it is worth investigating these guys there are looking for ethical justification for the crime of tax evasion,Positivo
finalmente achei alguém que gosta de fazer aquilo que começa com s e termina com o 😈😈😈,"arabia saudita, alahu akbar ",193,Neutro,2,I finally found someone who likes to do what starts with ends with 😈😈😈,Neutro
kkakkakakakkaksks vsf mano amakakkakakaka aqui é a gangue dos careca,ancapistão,433,Neutro,2,kkakkakakakkaksks vsf homie amakakkakakaka here is the bald gang,Neutro
krl se mudo de icon,ancapistão,433,Neutro,2,krl moved from icon,Neutro
não entendi,ancapistão,433,Neutro,2,I did not understand,Neutro
ignorante é quem se espelha no terrorista q traiu seus proprios eleitores gados q invadiram o calpitolio,,46,Neutro,2,ignorant is the one who mirrors the terrorist who betrayed his own voters cattle who invaded the calpitol,Positivo
para de insinuar seu retardado vc ta usando avatar de um derrotado patetico,,46,Neutro,2,stop insinuating your retard you are using a pathetic defeated avatar,Negativo
por que não tem,,7,Neutro,2,because do not have,Neutro
como eu disse tem para todos os gostos quem queria a prova sobre os processos trabalhistas e tu então procura em nenhum momento citei a receita federal como responsável fui bem claro quando falei sobre o presidente se quiser mencionar ele aqui fique a vontade,Universo Sideral ,72,Neutro,2,as i said there is for all tastes anyone who wanted proof about the labor lawsuits and you then look for it in no time I cited the IRS as responsible I was very clear when I talked about the president if you want to mention him here feel free,Positivo
depois é a esquerda que gosta de “lacração” chato para um caralho,Universo Sideral ,72,Neutro,2,then it&#39;s the left that likes boring “sealing” for a fuck,Negativo
hahahahahahahahha eu lá tenho tempo para ficar provando coisas no twitter eu já me preocupo com isso todos os dias se o luciano se sentir ofendido com os meus comentários me chama no dm que eu passo o meu endereço para me citar de contrário sem tempo grande abraços,Universo Sideral ,72,Neutro,2,hahahahahahahahha i have time there to try things on twitter i already worry about it every day if luciano feels offended by my comments call me on dm i pass my address to quote me otherwise no big hugs,Neutro
e os funcionários fantasmas so vcs podem,,180,Neutro,2,and the ghost employees are only you can,Neutro
esse moleque de recado do partido comunista chinês terá o dele nessa hora não haverá espaço dentro da calça atochada,,37,Neutro,2,this message boy from the Chinese communist party will have his at that time there will be no space inside the jammed pants,Negativo
tá fazendo vacina pra salvar o brasil,,116,Neutro,2,is making vaccine to save Brazil,Neutro
sonegar imposto federal to brincando,,136,Neutro,2,evading federal tax to kidding,Neutro
ultimo mandato dele não tem o que falar do atual ah tem ele não usa máscara,,248,Neutro,2,his last term has nothing to say about the current ah he has no mask,Neutro
voce tem certificado digital,,6,Neutro,2,you have digital certificate,Neutro
então releia é normal quando não temos o habito da leitura não entender o que é proposto mas vou facilitar para o nobre colega eu pedi um link com denuncias denuncias de exploração pra ser mais exato afinal essa foi a acusação do seu coleguinha,,9,Neutro,2,so rereading is normal when we don’t have the habit of reading not understanding what is proposed but I’ll make it easier for the noble colleague,Positivo
forte abraço fica com deus,,9,Neutro,2,strong hug stay with god,Positivo
se eu quisesse todos os processos da empresa entrava no jus brasil isso não prova nada a acusação é que temos 15mil funcionários explorados e no caso o acusador é quem deve apresentar as provas provas de exploração de 15 mil funcionarios,,9,Neutro,2,if i wanted all the company´s processes i would go to jus brasil this doesn´t prove anything the accusation is that we have 15 thousand employees exploited and in this case the accuser is the one who must present the evidence of exploitation of 15 thousand employees,Neutro
se não quiser debater comigo é só você não responder lacração é seguir a lei e não fazer falsas acusação acho que não você pode excluir sua conta e seguir sua vida agora se você quer falar um monte de besteira aqui esteja ciente que sempre terá alguém pra responder,,9,Neutro,2,if you don&#39;t want to debate with me you just don&#39;t answer sealing is following the law and not making false accusations I think you can&#39;t delete your account and go on with your life now,Negativo
sem falar na sonegação dos impostos que o nosso querido presida queria isentar sonegação é crime e naturalmente também é uma acusação você também deve ter provas disso não é mesmo,,9,Neutro,2,not to mention the tax evasion that our dear president wanted to exempt tax evasion is a crime and of course it is also an accusation you must also have proof of that is not it,Neutro
1º isso não é link de denuncias é processos que 99% das empresas tem pode ser trabalhista pode ser de clientes pode ser de fornecedor ou seja qualquer motivo não é uma denuncia de exploração 2º está falando que não está fazendo o trabalho dela,,9,Negativo,0,"1st, this is not a denunciation link, it is processes that 99% of companies have may be labor, may be from customers, may be from a supplier or whatever reason is not an exploitation complaint 2nd is saying that she is not doing her job",Negativo
quem é o safado,"Porto Alegre, Brasil",1007,Neutro,2,who is the bastard,Neutro
querem que o povo morra como se qualquer um hj em dia não possua o cpf dos outros,Cameroon,2276,Neutro,2,they want the people to die as if anyone today doesn&#39;t have the CPF of others,Neutro
melhor usar um de joguinho né amigão sem ofensas por favor isso é artificio de ignorante,,9,Neutro,2,"better to use a little one, right buddy, no offense, please, this is the art of ignorance",Positivo
meu deeeeeus 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,Sumé-Pb-Brasil,304,Neutro,2,my deeeeeus 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,Neutro
sem dúvidas foi um prejú lascado para a bandidagem 😂😂😂😂👊👊✊✊🇧🇷🇧🇷💪💪👏👏👏👏,"Limeira, Brasil",8927,Neutro,2,no doubt it was a chipped injury to the bandit 😂😂😂😂👊👊✊✊🇧🇷🇧🇷💪💪👏👏👏👏,Neutro
deve si chamar operação calcinha apertada ou operação doriana ou calça atolada kkkkkkkk,,0,Neutro,2,should you call operation tight panties or dorian operation or pants jammed kkkkkkkk,Negativo
para fechar a empresa é tb em um dia de forma totalmente digital,,19,Neutro,2,to close the company is also in a day in a totally digital way,Neutro
olá daniel o simples nacional tem um suporte direto com a,Brasil,21066,Neutro,2,hello daniel the simple national has a direct support with,Positivo
então é só seguir o dinheiro não é mesmo,Em qualquer parte desta ilha ,83,Neutro,2,so just follow the money is not it,Neutro
#querobolsonaroate2026 #emelhorjairsuperandourgente o retardado ainda está no ele não,,37,Neutro,2,# querobolsonaroate2026 #emelhorjairsuperandourgente the retarded is still in it,Negativo
ah pronto é crime comprar celular usado agora é,"Espírito Santo, Brasil",1475,Neutro,2,ah ready is a crime to buy a used cell phone now,Positivo
eu consegui agora pelo microsoft edge,,5,Neutro,2,I got it now through microsoft edge,Neutro
usa o microsoft edge aqui deu certo i e e chrome sem chance,,0,Neutro,2,uses microsoft edge here worked iee chrome no way,Neutro
bom dia para melhor análise caso resida no estado de são paulo acesse e faça a reclamação o horário de atendimento é de segunda a sexta das 8 00 até 18 00 horas,São Paulo,57327,Neutro,2,good morning for better analysis if you live in the state of são paulo access and make a complaint the office hours are from monday to friday from 8 00 until 18 00 hours,Positivo
força vírus aproveita aí,Coré-etuba ,1055,Neutro,2,virus strength take advantage there,Neutro
eu moro em liberland n sei do que se trata esse perfil aí,Liberland ,112,Neutro,2,i live in liberland n know what this profile is about,Positivo
kkkkkkkkk 😂,"Belo Horizonte, Brasil",945,Neutro,2,kkkkkkkkk 😂,Neutro
sim,,239,Neutro,2,sim,Neutro
não permita que isso crie raiz caso ela se aprofunde nós o povo brasileiro é que sofreremos,,327,Neutro,2,do not allow this to take root if it goes deeper we the Brazilian people will suffer,Neutro
vamos trabalhar pelo brasil,Recife,219,Neutro,2,let&#39;s work for Brazil,Neutro
o capiroto miliciano não conseguiu cooptar a anvisa diferentemente da esses todos estão a serviço da familícia bolsonaro,,180,Neutro,2,the militia capirot was unable to co-opt anvisa differently from these all are at the service of the bolsonaro family,Negativo
dória criminosos neste momento o corpo está no iml o dória precisa ser responsabilizado por isso #doriacriminoso,"Fortaleza, Brasil",909,Neutro,2,dória criminals at this moment the body is at the iml dória needs to be held responsible for this #doriacriminoso,Positivo
🇧🇷🇧🇷,Estados Unidos,1704,Neutro,2,🇧🇷🇧🇷,Neutro
kkkkkkkkkkkkkkkkkk eles lambendo os beiço qd abre o portão,"Paraná, Brasil",757,Neutro,2,kkkkkkkkkkkkkkkkkk they licking their lips when they open the gate,Neutro
pra quem n menconhece eu so assim,,528,Neutro,2,"for those who do not know, I am just like that",Neutro
dois cagaonjsndjsndjsndjs,konohagakure,1442,Neutro,2,two cagaonjsndjsndjsndjs,Neutro
kkkkkkkkkkkkkkkkkkkkkkkkkkk,Brasil,409,Neutro,2,kkkkkkkkkkkkkkkkkkkkkkkkkkk,Neutro
#zonafederal,Brasil,531,Neutro,2,#zonafederal,Neutro
eae👋 piranhola🍑nois🤺é a faccao🔫 lego🏴‍☠️ tu mecheu com a nossa gang🗣então🥵🥶 corre🏃‍♂️🚴‍♂️ que ⚡nois 🗿vamo te 🔪pega🔥,,40,Neutro,2,eae👋 piranhola🍑nois🤺 is the faction🔫 lego🏴‍☠️ you moved with our gang🗣then🥵🥶 run🏃‍♂️🚴‍♂️ that ⚡nois 🗿vamo te 🔪pega🔥,Neutro
eae👋 piranhola🍑nois🤺é a faccao🔫 lego🏴‍☠️ tu mecheu com a nossa gang🗣então🥵🥶 corre🏃‍♂️🚴‍♂️ que ⚡nois 🗿vamo te 🔪pega🔥,de boa numa rede,359,Neutro,2,eae👋 piranhola🍑nois🤺 is the faction🔫 lego🏴‍☠️ you moved with our gang🗣then🥵🥶 run🏃‍♂️🚴‍♂️ that ⚡nois 🗿vamo te 🔪pega🔥,Neutro
disse tudo,Brasil,531,Neutro,2,said everything,Neutro
usem o microsoft edge aqui funcionou,,0,Neutro,2,use microsoft edge here it worked,Neutro
e a bahia,Brasil,4852,Neutro,2,and the bay,Neutro
que benção né isso é pra vc que fica vomitando que bolsonaro é a favor da corrupção e interfere na policia,Estados Unidos,943,Neutro,2,what a blessing right this is for you who keep puking that bolsonaro is in favor of corruption and interferes in the police,Positivo
se eu fosse vocês organizaria processsos contra os órgãos que são responsáveis a dar continuidade ao trabalho da pf eu ficaria furiosa de ver meu trabalho ser jogado no ralo ficamos indignados quando vemos vocês fazerem prisões e apreensões depois o stf solta tudo 👹,,268,Neutro,2,"If I were you, I would organize lawsuits against the bodies responsible for continuing the work of the PF.",Positivo
tenho fé em vcs e espero q logo logo desvendem o mistério que ta a relação butantanjoao dória,Brasil,2776,Neutro,2,I have faith in you guys and I hope you will soon unravel the mystery of the butantanjoao relationship,Neutro
*só*,,3962,Neutro,2,*only*,Neutro
#aceitamaia #forabolsonaroesuaquadrilha #forabolsonarogenicida #forabol卐onarogenocida #forapazuello #forabolsonaro #impeachmentbolsonarourgente #impeachmentdebolsonarourgente #impeachmentbolsonarojá #impeachmentbolsonaro #renunciabolsonaro #elenaoelenunca,Brasil,73,Neutro,2,#aceitamaia #forabolsonaroesuaquadrilha #forabolsonarogenicida #forabol 卐 onarogenocida #forapazuello #forabazonaro #impeachmentbolsonarourgente #impeachmentdebolsonarourgente # impeachmentbolsonarojá #impeachmentbolsonaro #importmentbolsonaro #elenaoelenunca,Neutro
#querobolsonaroate2026,,11,Neutro,2,#querobolsonaroate2026,Neutro
#querobolsonaroate2026,Alta Floresta MT - brasil,2330,Neutro,2,#querobolsonaroate2026,Neutro
👁️👁️ no esse aí é pior deles todos,São paulo,346,Neutro,2,👁️👁️ in this one is the worst of them all,Negativo
ainda aguardando em sp parece que políticos do psdb são protegidos em sp só parece 🍉,São Paulo / SP - Brasil,2278,Negativo,0,still waiting in sp it seems that psdb politicians are protected in sp it only seems 🍉,Neutro
cadê o covidão de são paulo socorro polícia federal temos um ditador no governo do nosso estado,,699,Negativo,0,where&#39;s the covidão of são paulo help federal police we have a dictator in our state government,Neutro
e o joão agripino dória,"Piracicaba, SP",729,Neutro,2,and João Agripino Doria,Neutro
e o presidente miliciano genocida bolsonaro junto com seus ministros e filhos essa sim é um organização criminosa altamente perigosa e genocida,,362,Neutro,2,and the militant president genocidal bolsonaro together with his ministers and children this is a highly dangerous and genocidal criminal organization,Negativo
e quando vcs vão vir prender o governador genocida wilson lima,"Manaus, Amazonas",125,Neutro,2,and when you guys are going to arrest the genocidal governor wilson lima,Negativo
e sp quando será #dorianacadeia,DO ÉTER AO ÉTER ,2456,Neutro,2,and sp when will it be #dorianacadeia,Neutro
eita foco na tag está divertido #querobolsonaroate2026,Brasil,547,Neutro,2,eita focus on tag is fun # querobolsonaroate2026,Positivo
espero que a pf esteja no calço do meliante flavio bolsonaro e seus milhões em carros chocolates e imóveis,"Minas Gerais, Brasil",271,Negativo,0,I hope that the pf is on the back of the meliante flavio bolsonaro and his millions in chocolate cars and real estate,Positivo
esse é o caminho #querobolsonaroate2026,"São Paulo, Brazil",175,Neutro,2,this is the way # querobolsonaroate2026,Neutro
fardados apoiando ditaduras do stf e agredindo jornalistas que denunciam isso vocês são uma vergonha,,3,Neutro,2,in uniform supporting stf dictatorships and assaulting journalists who denounce this you are a shame,Positivo
foram a são paulo #querobolsonaroate2026,,9568,Neutro,2,they went to são paulo # querobolsonaroate2026,Neutro
hemorragia e o que os que estão a volta do presidente não faz isso da hemorragia cadê o mendonça o jorge o ramos o mourão as forças armadas isso é saude👹,,185,Negativo,0,"hemorrhage and what those around the president do not do with the hemorrhage where&#39;s the beggar, jorge, the branches, the post, the armed forces, that&#39;s health é",Neutro
hoje é meu aniversário manda salve 👍🏻,Почему вы читаете это?,86,Neutro,2,today is my birthday send save 👍🏻,Neutro
já estava com saudades,"Saarbrücken, Deutschland",1354,Neutro,2,I was already missing,Negativo
legal,,1,Neutro,2,legal,Positivo
mais uma vez repito a pf deve investigar o psdb se sp lá foi muita verba desviada,💯Conservador,2875,Negativo,0,again i repeat the pf must investigate the psdb if sp there was a lot of money diverted,Neutro
mentiroso,,1,Neutro,2,liar,Neutro
não adianta a polícia federal fazer todo esse trabalho e no final as pessoas que tem poder não ficam presas só nós pobres que ficamos presos isso é crime contra a humanidade tinha que ficar presos resto da vida na cadeia pra ver se brasil não ia pra frente,,41,Neutro,2,there is no use for the federal police to do all this work and in the end the people who have power are not trapped only us poor people who are imprisoned this is a crime against humanity we had to be imprisoned the rest of our lives in jail to see if brazil would not go forward,Negativo
não esqueçam de são paulo,SP/Brasil,1205,Neutro,2,don&#39;t forget about são paulo,Neutro
o desvio aproximado de 500 milhões e o valor até agora recuperado por bloqueio na ordem de 68 milhões pra ver como os pilantras somem com o $ desviado e pior ainda de hospitais,"Washington, USA",14,Neutro,2,the approximate deviation of 500 million and the value so far recovered by blockage in the order of 68 million to see how the crooks disappear with the $ deviated and even worse from hospitals,Negativo
pinho moreira julio garcia e os outros quem são,,3,Neutro,2,pinho moreira julio garcia and the others who are,Neutro
pra cima principalmente dos governadores que não temos ideias de licitações e onde foi utilizado os valores enviados pelo governo federal,"São Paulo, Brasil",56,Neutro,2,mainly from the governors that we have no idea of bids and where the values sent by the federal government were used,Positivo
que a nossa vez aqui em são paulo chegue logo,,1741,Neutro,2,that our time here in são paulo arrive soon,Neutro
que vai ter de prefeito preso,"Belo Horizonte, Brasil",25,Neutro,2,that will have mayor arrested,Neutro
será que a operação da prisão do doria vai se chamar hemorroidas ou sufoca piru kkk,,23,Neutro,2,will the operation of the prison of the doria will be called hemorrhoids or suffocate piru kkk,Neutro
tem que prender quem tá blindando aquele governador de sp e depois prende ele também,,113,Neutro,2,have to arrest those who are shielding that governor from sp and then arrest him too,Negativo
tem que prender um gvndor p/parar esses abutres genocidas tinha que ter insistido no pedido de prisão do g0v amazonas pq se ele tivesse sido preso essa crise toda no estado teria sido evitado #querobolsonaroate2026,Manaus AM,597,Neutro,2,have to arrest a gvndor to stop these genocidal vultures he should have insisted on the request for arrest of the g0v amazonas cuz if he had been arrested this crisis in the whole state would have been avoided # querobolsonaroate2026,Positivo
tem que vir pra sp #dorianacadeia,"São Paulo, Brasil",4362,Neutro,2,have to come to sp #dorianacadeia,Neutro
vem em fortaleza🙏,Brasil,3612,Neutro,2,come in Fortaleza🙏,Neutro
venham pra são paulo 💐,,5246,Neutro,2,come to São Paulo 💐,Neutro
a vacina dele é tão boa que nem os chineses querem,,248,Neutro,2,his vaccine is so good that not even the Chinese want,Positivo
fabricando com o quê,,3,Neutro,2,manufacturing with what,Neutro
kkkkkk,"Amoedolândia,  2%, Nárnia ",453,Neutro,2,kkkkkk,Neutro
kkkkkk deve tá fabricando calcinha apertada igual as que ele usa,,11,Neutro,2,kkkkkk should be manufacturing tight panties just like the ones he wears,Negativo
como fazer denúncia de empresa fantasmas ❓,cidade  de  contagem M.G.,1292,Neutro,2,how to report ghost companies ❓,Neutro
enviei para cpf residente exterior gov br,Maputo city,24,Neutro,2,sent to cpf resident abroad gov br,Neutro
restituição exercício de 2018 malha fina,,0,Neutro,2,2018 financial year fine mesh refund,Positivo
cholaaaaa esquerdopata doutrinadinho rsrs #querobolsonaroate2026 #bolsonaroorgulhodobrasil,,37,Neutro,2,cholaaaaa leftist indoctrinated lol lol # querobolsonaroate2026 #bolsonaroorgulhodobrasil,Positivo
acabei de ler que 77 amazonenses podem morrer simultâneamente por falta de oxigênio e a faz campanha para que o ar precioso da venezuela não chegue a esses nossos irmãos brasileiros por questões ideológicas é esse tipo de jornalismo perverso e cruel que pariu bolsonaro,"Salvador, Brasil",929,Neutro,2,i just read that 77 amazonenses can die simultaneously due to lack of oxygen and campaigning for the precious air of venezuela not to reach our Brazilian brothers for ideological reasons is this kind of perverse and cruel journalism that gave birth to bolsonaro,Negativo
o jornalismo que vive da venda de anúncios publicitários é venal e só tem compromisso com as meias verdade dos fatos que invariavelmente vai ser pior que uma mentira inteira,"Salvador, Brasil",929,Neutro,2,the journalism that lives by selling commercials is venal and is only committed to the half truths of the facts that will invariably be worse than an entire lie,Negativo
da para a grande mídia não é o suficiente para quebrar a espinha da indústria da manipulação das narrativas e dos fatos eu aprecio o jornalismo profissional da e do pelo seu compromisso com a verdade dos fatos porque o segue,"Salvador, Brasil",929,Neutro,2,for the mainstream media is not enough to break the spine of the industry of manipulation of narratives and facts I appreciate the professional journalism of and for its commitment to the truth of the facts because it follows it,Positivo
conseguinte levar a uma sublevação popular que derrube o regime de inclusão e justiça social bolivariano seria bom que o pai do pedisse a para passar um pente fino fiscal/tributário no e na própria folha para saber continua,"Salvador, Brasil",929,Neutro,2,"Therefore, to lead to a popular uprising that overturns the Bolivarian social justice and inclusion regime, it would be good if the father asked to pass a fiscal comb in the and on the sheet itself to know more",Positivo
follow the money 💵,,1047,Neutro,2,follow the money 💵,Neutro
verdade,,3,Neutro,2,truth,Neutro
esqueceram,Margens Plácidas/Motor City,4968,Neutro,2,they forgot,Neutro
quero bolsonaro até 2026 #querobolsonaroate2026,"Houston, TX",4881,Neutro,2,I want bolsonaro until 2026 # querobolsonaroate2026,Neutro
║\ ║▒\ #impeachmentja ║▒▒\ ║░▒║#forabolsonaro ║░▒║ ║░▒║#bolsonarogenocida ║░▒║ ║░▒║ ║░▒║#cadeiaparabolsonaro ║░▒║ ║░▒║ ║░▒║ ▓▓▓▓▓▓▓ ]█▓[ ]█▓[ ]█▓[ 😆👉👉🤡,Brasil,2000,Neutro,2,║ \ ║▒ \ #impeachmentja ║▒▒ \ ║░▒║ # forabolsonaro ║░▒║ ║░▒║ # bolsonarogenocida ║░▒║ ║░▒║ ║░▒║ # jailparabolsonaro ║░▒║ ║░▒║ ║ ░▒║ ▓▓▓▓▓▓▓] █▓ [] █▓ [] █▓ [😆👉👉🤡,Neutro
👍 👍 👍 👍 👍 90 mil vizualizações no twitter favor curtir e retwittar,"Piauí, Brasil",13474,Neutro,2,Mil 👍 👍 👍 👍 90 thousand views on twitter please like and retweet,Neutro
📲 pegue aqui a imagem para whatsapp #impeachmentbolsonarourgente,"London, England",23,Neutro,2,📲 get the image for whatsapp #impeachmentbolsonarourgente here,Neutro
gracas a voces estamos com problemas em receber os insumos da vacina do butanta vindos da china a china odeia bolsonaro #queremosimpeachment,,342,Neutro,2,thanks to you we are having trouble receiving the butanta vaccine supplies from china china hates bolsonaro #queremosimpeachment,Neutro
não quero beber uma água que está 50% tratada beba quem assim a quiser #tratamentoprecocesalvavidas,Brasil,183,Neutro,2,I don&#39;t want to drink water that is 50% treated drink whoever wants it #tratamentoprecocesalvavidas,Positivo
é isso mesmo comecem fazendo o dever de casa tem muitos mais muitos de vcs senadores que devem imposto para o erário basta pesquisar na além de determinadas empresas de mídia corrupta como que devem bilhões para o erário #queremosbolsonaroate2026,"Panambi, Brasil",936,Neutro,2,"that&#39;s right, start doing your homework there are many more many of you senators who owe tax to the treasury just search in addition to certain corrupt media companies like that owe billions to the treasury # querobolsonaroate2026",Positivo
kakakakakakaka sim,Brasil,409,Neutro,2,kakakakakakaka sim,Neutro
antigamente sim como aux administrativa,"Pará, Brasil",5826,Neutro,2,formerly yes as administrative aid,Neutro
atualmente não tô trabalhando só estudando,"Pará, Brasil",5826,Neutro,2,I&#39;m not currently working just studying,Neutro
navegador edge tá indo,Taboão da Serra/SP,100,Neutro,2,edge browser is going,Neutro
➡atenção profissionais a publicou a instrução normativa in rfb 2003/2021 sobre a forma e o prazo para apresentação da ecd para saber mais acessse #somoscontabeis #ecd,Brasília-DF,23934,Neutro,2,➡attention professionals a published the normative instruction in rfb 2003/2021 on the form and deadline for the presentation of ecd to learn more accessse #somoscontabeis #ecd,Positivo
alô aqui o empregador admitindo o uso de pj na propria emisssora 👇👇👇,"São Paulo, Brasil",2330,Neutro,2,hello here the employer admitting the use of pj in the issuer 👇👇👇,Neutro
