,Tweet,Cidade,User - Followers,Classificacao,Sentimento,LSTM,UF
243,gmt+01 00 4datafilesopenarchieves national foiaportal gov the basic function of the freedom of information act is to ensure informed citizens vital to the functioning of democratic society reus oper resgatar pecas furtadas+lavagem dinheiro,"new york,ny",12,Neutro,2,2,Não Informado
132,digo verdade pro sro srolarry fine sro pegou fila naquela recepcao clube virou ainda vai virar madrasta ama verdade vai coleira adotar sro a+ go wondermichelle,"new york,ny",12,Neutro,2,2,Não Informado
244,3rachadinhana agenda grand canyon nunca afunila bastasse envolvimento dessascasasprostituindo informacao sempre manobrada caixa2 tais meliantes consorciamse narcoslavandoilicitos salazafismo+furto de tm,"new york,ny",12,Negativo,0,2,Não Informado
135,vezes cogito sro srolarry fine usar excreto lado errado igual mano curly howard preocupacao trabalha 4 oh menina carinho com deixa duvida sro sro larry fine igualelesla morde fronha debaixo arco iris,"new york,ny",12,Neutro,2,2,Não Informado
240,national foiaportal gov agenda mafia imprensa from to funcao basica lei liberdade informacao garantir cidadaos informados vitais funcionamento sociedade democratica,"new york,ny",12,Neutro,2,0,Não Informado
928,utc datafiles national foiaportal gov 2 jmb inaugurado rodovias obras colossais qualquer periodo ultimos 3 antecessores notorio perceber inauguradas fabricas automotivas sequer renda per capta possibilitado comprar autos,"new york,ny",12,Neutro,2,2,Não Informado
498,4mafia cibernetica escolta milicias infiltradas tjs estaduais+mpshabilitadosemqueima arquivo vivoem presidios contra agentes procuradores milicias desembargadoras+deams experts amontar forjas b os atraves farsa publica,"new york,ny",12,Neutro,2,0,Não Informado
87,utc datanational foiaportal gov if you need assistance with processing request or if you have any questions regarding the status of request you may contact the foia requester service center frsc at 2022618484,"new york,ny",12,Neutro,2,2,Não Informado
2992,aqual motivo pres palacio deposita expectativas acoes dep ver bqual razao emite certificado fisico cnart ocorrencia ano/ref2020 cpor bloqueia atendimento proponente,"new york,ny",13,Negativo,0,0,Não Informado
842,gmt data open oper shit less first phase touch the litle head on your mothers shoulder and cry mister son of bitch second phase where are the clowns of the popular culture of petralhas,"new york,ny",12,Neutro,2,2,Não Informado
497,5as pcs aliciadoras esquema respondem vulgo feirantes negociam venda+revenda b o incidencia queima arquivo contra federais procuradores adidos intel diplomatas 6situacao perpetuase 30anos 8200],"new york,ny",12,Neutro,2,2,Não Informado
111,gmt+05 00 data national foiaportal gov the basic function of the freedom of information act is to ensure informed citizens vital to the functioning of democratic society,"new york,ny",12,Neutro,2,2,Não Informado
245,2meliantes baixeza zileide silva chico xa roberto gazzi comportamse sujeira miches prostituindo info em troca detempo+barganhas+caixinhaspagas cafetoes luiz frias silvia faria ricardo villela ali kamel jose occhiuso desvelam caixa2,"new york,ny",12,Neutro,2,2,Não Informado
110,gmt 2data,"new york,ny",12,Neutro,2,2,Não Informado
242,gmt+01 vfarc ursal cali algozes toda casta podre ainda furtam contribuintes lesados porque meliantes imprensa consideram licitude atitude lezado participaram deposito infiel georgetown cobrados,"new york,ny",12,Neutro,2,2,Não Informado
500,utc 2em extadata rastreamentos meliante invade sistema ouvidorias porta url=biblioteca pres rep mesma url invade declarar ir quadruplicidades21 cpfs+multiplicidade21 cnpjs,"new york,ny",12,Negativo,0,0,Não Informado
494,oper under scort eurasian military armys,"new york,ny",12,Neutro,2,2,Não Informado
499,3sisbin invadida p/manobra juridica partir portas identicas 4incidencia cybercrimes invade orgaos fomentadores fund palmares 5ataques potencializam ilicitos salazafismo plagio falsificacao filatelia numismatica,"new york,ny",12,Negativo,0,0,Não Informado
929,empreste dinheiro jovens empreenderem jmb passou declarar alguns cpfs nomes usa infelizmente presidente passou entender dificuldades pobres segundo ele caguem menos,"new york,ny",12,Negativo,0,0,Não Informado
439,testify,"new york,ny",12,Neutro,2,2,Não Informado
138,imbecil sro larry fine cachorro quesenta colo bandido secreta descortinado alguma piranha imprensa da cu troca informacao reportagem ameaca veladamente federais expoem visceras tvglobo,"new york,ny",12,Negativo,0,0,Não Informado
496,greenwichgmt+3 mon12212020 2 47 the quintuple associate director military affairs ministry of state securitymss,"new york,ny",12,Neutro,2,2,Não Informado
98,gmt+01 gmt03 sro s sra s trabalho favor saudavel liberdade expressao contribuintes pedintes rep federativa brasil aguardam providencias erradicar discurso politico odio chantagens ameacas imprensa contra,"new york,ny",12,Neutro,2,2,Não Informado
2307,noticia ruim caixa infelizmente receita federal abriu caixa fiscalizar tirou album plastico bolha jogou dentro caixa nenhum protecao abri pacote album tava plastico bolha amassado pontas,"niteroi,brasil",33526,Negativo,0,0,RJ
2612,nao ta receita federal,"niteroi,brasil",33526,Neutro,2,0,RJ
376,verdade navio br parando todos caminhoes carros motos verificando habilitacao droga identificada meio inspecao naval navio patrulha guaratiba,"niteroi,brasil",15,Positivo,1,2,RJ
2325,mandamos nota fiscal ainda esperando fornecedor fazer todas elas nenhuma previsao momento 30 dias mandar informacao receita federal,"niteroi,brasil",33526,Neutro,2,2,RJ
490,ainda salvacao,"niteroi,brasil",33549,Negativo,0,0,RJ
2243,sei dizer apenas junto tacar fogo receita federal/correios serio literalmente merda ver correios tratam pacote outros nenhum cuidado ta ai dentro pode danificar,"niteroi,brasil",33526,Negativo,0,0,RJ
1641,atendimento ta pior sei que tentei varias maneiras entrar contato pessoal trabalha aqui cidade impossivel resolver atualizacao cpf,no coracao da mimi ,384,Negativo,0,0,RO
321,contar telefone serve nada menos ouvidoria,no coracao do leo zin ,169,Negativo,0,0,RO
1193,atendimento ta pior sei que tentei varias maneiras entrar contato pessoal trabalha aqui cidade impossivel resolver atualizacao cpf,no coracao do leo zin ,169,Negativo,0,0,RO
311,problema ninguem responde nenhum canal tentando resolver cidade impossivel tentei site agencia receita fechada consigo agendar horario correios bancos conseguem alterar email ninguem responde,no coracao do leo zin ,169,Negativo,0,0,RO
2230,receita federal podia liberar coisas tao sei quantos dias travados fiscalizacao aduaneira,no place,8528,Negativo,0,0,RO
2817,verdadeira porcaria tentar fazer cadastro tirar passaporte site site lixo,no seu coracao ,570,Negativo,0,0,RO
2301,so receita federal p fazer vir paranavai,"nova esperanca,parana,brasil",715,Negativo,0,0,PR
1789,#recorde manha 22/12 equipes alfandega receita santos apreenderam 2 932 kg cocaina droga cuidadosamente oculta carregamento bobinas aluminio destinadas porto roterda holanda saiba mais #rfb #aduana,"nova friburgo,brasil",3689,Positivo,1,1,RJ
2551,odeio site receita federal puta q pariu,"nova iguacu,rj",1343,Negativo,0,0,RJ
2762,queria q agissem vcs sobrava,"nova iorque,usa",18040,Negativo,0,0,Não Informado
1823,#vacina receita federal viracopos libera rapidamente maior lote vacinas covid19 recebido pais operacao especial vespera natal liberou forma celere cerca 5 5 milhoes doses imunizante saiba mais #covid19 #rfb #viracopos,"novo hamburgo,brasil",113,Positivo,1,1,Não Informado
1838,droga carga goiabada exportada antuerpia belgica carga selecionada conferencia meio criterios objetivos analise risco incluindo inspecao intrusiva imagens escaner #acoesdareceita #aduana #rfb #santos,"novo hamburgo,rs",472,Positivo,1,1,RS
1825,#vacina receita federal viracopos libera rapidamente maior lote vacinas covid19 recebido pais operacao especial vespera natal liberou forma celere cerca 5 5 milhoes doses imunizante saiba mais #covid19 #rfb #viracopos,"novo hamburgo,rs",474,Positivo,1,1,RS
1875,rfb paulo apreendeu mes dezembro diversos tipos drogas outros produtos nocivos saude apreensoes ocorreram recintos importacao exportacao correios saiba mais #receitafederal #aduana #apreensao,"novo hamburgo,rs",472,Positivo,1,1,RS
1723,#areceitafederalnaopara receita federal apreende 670 kg cocaina carga goiabada porto santos somente 2020 alfandega santos interceptou 20 5 toneladas cocaina cargas exportacao destinadas europa saiba mais,"novo hamburgo,rs",472,Positivo,1,1,RS
1786,#recorde manha 22/12 equipes alfandega receita santos apreenderam 2 932 kg cocaina droga cuidadosamente oculta carregamento bobinas aluminio destinadas porto roterda holanda saiba mais #rfb #aduana,"novo hamburgo,rs",476,Positivo,1,1,RS
1672,cumpridos oito mandados busca uruguaiana investigacao combate grupo criminoso responsavel pratica delito descaminho vinhos espumantes argentina brasil acao apoio forca nacional seguranca publica,"novo hamburgo,rs",476,Positivo,1,1,RS
1899,acao fiscalizacao aconteceu ambito operacao escudo apreendidos 320 mil mercadorias saiba mais #receitafederal #aduana #operacaoescudo,"novo hamburgo,rs",472,Positivo,1,1,RS
1861,receita federla ampliou 31 marco 2021 dispensa necessidade apresentar documentos originais copias autenticadas solicitar servicos receita federal prestar esclarecimentos saiba mais #rfb #receitafederal #prazo #servicos,"ohio,usa",420,Positivo,1,1,Não Informado
1872,receita federla ampliou 31 marco 2021 dispensa necessidade apresentar documentos originais copias autenticadas solicitar servicos receita federal prestar esclarecimentos saiba mais #rfb #receitafederal #prazo #servicos,"ohio,usa",419,Positivo,1,1,Não Informado
1333,pendencias cpf podem ser regularizadas canais virtuais correcao gratuita internet custo 7 reais caso contribuinte opte utilizar rede conveniada cartorios,"olaria,rio de janeiro",331,Positivo,1,1,RJ
24,acho q sido exatamente amg pessoal certeza epoca iam conseguir ver acabou q deu q receita federal mandou meninos outra saida,only ami ,7970,Neutro,2,2,RO
984,in with the historic seizure of 3 ton of cocaine in theof santos the drug was concealed in aluminum coils destined count on s continued support,oostenrijk,676,Positivo,1,1,RO
985,another excellent result from will continue to support to combat transnational organized crime particularly with respect to the illicit trafficking of narcotics @,oostenrijk,689,Positivo,1,1,RO
2135,olhem ali atras homem ultima live presidente camisa brasil mostrou cicatriz coracao mandetta decapitado ue mandetta pode tirem mulher claque favor foco brasil faturou 1 milhao blogueiro,"orlando,fl",476,Neutro,2,2,Não Informado
2457,realizar pagamento despacho postal tributacoes site correios mini tutorial proceder pagamentos receita federal brasil importacao passa fiscalizacao aduaneira cobrada alguma taxa despacho postal r$15 tributacao,ot7,1000,Neutro,2,2,RO
2515,oi receita gostaria tirar duvida bebe risco morte falta medicamento comprado espera autorizacao radar ser enviado pro brasil hoje deram autorizacao faz,"ouro preto,mg",520,Negativo,0,0,MG
732,oi receita gostaria tirar duvida voces bebe risco morte falta medicamento comprado espera autorizacao radar ser enviado pro brasil hoje deram autorizacao faz,"ouro preto,mg",528,Negativo,0,0,MG
730,oi receita gostaria tirar duvida voces bebe risco morte falta medicamento comprado espera autorizacao radar ser enviado pro brasil hoje deram autorizacao faz,"ouro preto,mg",530,Negativo,0,0,MG
72,pois e recusa fornecer qualquer informacao minima dados genericos,"oxford,england",12185,Negativo,0,0,Não Informado
70,pois e recusa fornecer qualquer informacao minima dados genericos,"oxford,england",12014,Negativo,0,0,Não Informado
71,pois e recusa fornecer qualquer informacao minima dados genericos,"oxford,england",12142,Negativo,0,0,Não Informado
198,dev publicando internet usa mei irregularmente,p* que nos pariu.,33,Neutro,2,2,RO
200,dev publicando internet usa mei irregularmente,p* que nos pariu.,35,Neutro,2,2,RO
199,dev publicando internet usa mei irregularmente,p* que nos pariu.,34,Neutro,2,2,RO
2200,bem epoca ir predio receita federal fiquei umas tres horas esperando ser atendido assistindo sdt+ album grande familia + cordel tv la,palermo,2672,Negativo,0,0,RO
2337,pede pro renan explicar conseguiram causar confusao empresarial fiscal receita federal q segundo mpsp somase 400 milhoes reais fraudes pensou esquema familia bolsonaro danilo comediante mesmo #bolsonaroate2026,palmas,185,Neutro,2,2,RO
2367,deputado q base mbl cujo fundadores amigos proximos investigados lavagem dinheiro ocultacao patrimonio fraudes milionarias receita federal etc corrupto vagabundo quadrilheiro,palmas,185,Neutro,2,2,RO
2634,**alerta* receita federal manda email contribuintes rf comunica contribuinte duas maneiras 1 carta enviada endereco 2 meio portal ecac caso receba email parecido imagem exclua rapidamente virus,"palmas,brasil",542,Neutro,2,2,Não Informado
2958,mesmo comecem fazendo dever casa muitos muitos vcs senadores devem imposto erario basta pesquisar alem determinadas empresas midia corrupta devem bilhoes erario #queremosbolsonaroate2026,"panambi,brasil",936,Neutro,2,2,Não Informado
102,unica coisa importa #abin atuacao altiva independente viram nenhum ilicito agora,papuda,75,Positivo,1,1,RO
103,unica coisa importa #abin atuacao altiva independente viram nenhum ilicito agora,papuda,74,Positivo,1,1,RO
2763,ficar fruto trabalho etico alimentar parasita estado dever moral receita exploda,"para,brasil",5826,Negativo,0,0,PA
2960,antigamente sim aux administrativa,"para,brasil",5826,Neutro,2,2,PA
2961,atualmente to trabalhando estudando,"para,brasil",5826,Neutro,2,2,PA
2430,olha q loucura policia federal receita federal mpf usa conversar trafico ilegal madeira conta crescentes apreensoes madeira brasileira ta faltando alguem ai ah condenado proibiu ibama viajar,parahyba,1272,Neutro,2,2,RO
2323,fracasso criminoso viu quanta verba enviada amazonas governo federal 870 milhoes certeza passou despercebido apenas cumprindo agenda desgaste governo e pai resolveu pendencias receita federal,"paraiba,brasil",294,Neutro,2,2,PB
2394,tomei bactrim duas vezes duas farmacia falou precisava entregar receita medicamento controlado receita federal,paraiso,204,Neutro,2,2,RO
551,ola paguei mes 5 deram baixa quero saber vai ficar tenho comprovante,paraiso do l,27,Negativo,0,0,RO
1533,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,"parana,brasil",11006,Positivo,1,1,PR
2670,tb menina to tudo atrasada causa ferias ai ajudar,"parana,brasil",77,Negativo,0,2,PR
2879,kkkkkkkkkkkkkkkkkk lambendo beico qd abre portao,"parana,brasil",757,Neutro,2,2,PR
1571,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,"parana,brasil",10983,Positivo,1,1,PR
939,integra ia falar revalida medico,"parana,brasil",431,Neutro,2,2,PR
940,integra ia falar revalida medico,"parana,brasil",433,Neutro,2,2,PR
2587,alguem area comercio exterior possivel poderia explicar aceita exportacoes frete prepago exterior outros paises aceitam aceita etiquetas prepagas brasil nao culpam receita federal,"parana,brasil",32985,Negativo,0,0,PR
2295,so receita federal p fazer vir paranavai,"paranavai,brasil",1042,Negativo,0,0,Não Informado
117,n 21 fizemos apuracao dez 20 mesmo falta receita implicar,"parem o mundo,quero descer",250,Negativo,0,0,Não Informado
437,ah entao precisa pagar fevereiro,"parem o mundo,quero descer",250,Neutro,2,2,Não Informado
438,nessa bagaca governo receita virou bagunca,"parem o mundo,quero descer",250,Negativo,0,0,Não Informado
2390,desmascarando origem onde vem fake news ganham milhoes doacoes receita federal policia federal investigue #bolsonaro2022 empresaria alessandra orofino criou plataforma utilizada sleeping giants brasil diz gazeta gp1,patria amada brasil,542,Neutro,2,2,RO
2558,manha cara receita federal tirando serio,"paty do alferes,brasil",151,Negativo,0,0,Não Informado
1678,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,"pedro leopoldo,brasil",206,Positivo,1,1,Não Informado
2767,vermelho todos comunistas socialistas caviar induzem comunismo gostam bem bom capitalismo dinheiro falando nisso twitter recolhe todos impostos direitinhos perguntando,pelo mundo,5702,Negativo,0,0,RO
2114,autua 3 994 contribuintes autorregularizaram apos terem sido alertados inconsistencias declaracoes agencia brasil,"pelotas,brasil",879,Positivo,1,1,Não Informado
1303,parabens,"pelotas,brasil",865,Positivo,1,1,Não Informado
1595,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,"pernambuco,brasil",3232,Positivo,1,1,PE
1557,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,"pernambuco,brasil",3223,Positivo,1,1,PE
2407,exvice e agora fato prefeito goiania pastor evangelico declarou receita federal ter 90 patrimonio deixo aqui lamento povo bela cidade,"petropolis,brasil",552,Neutro,2,2,Não Informado
1291,parabens,"petropolis,brasil",8579,Positivo,1,1,Não Informado
2954,90 mil vizualizacoes twitter favor curtir retwittar,"piaui,brasil",13474,Neutro,2,2,PI
2410,proposta analise camara deputados permite usar creditos valores pagos pagamento impostos compensar debitos relativos multas tributos contribuicoes administrados receita federal leia mais,"piaui,brasil",13147,Neutro,2,2,PI
1053,arrecadacao federal melhor desempenho novembro seis anos marcelo camargo/agencia brasil,picos  piaui   brasil,2231,Positivo,1,1,RO
1705,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,"picos,piaui",3228,Positivo,1,1,PI
2000,alo usuario twitter acabou declarar paga impostos sendo assim sonegando #denuncia #imposto #receitafederal,pietro * iorrana * allan vao ,665,Neutro,2,2,RO
2001,alo usuario twitter acabou declarar paga impostos sendo assim sonegando #denuncia #imposto #receitafederal,pietro * iorrana * allan vao ,684,Neutro,2,2,RO
1600,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,"pindamonhangaba,brasil",172,Positivo,1,1,Não Informado
2900,joao agripino doria,"piracicaba,sp",729,Neutro,2,2,SP
1659,#balanco | guedes primeiro combate camadas + vulneraveis populacao ficou disposicao impedir exportacao produtos precisavamos usar ventiladores pulmonares reduzir tarifas 500 produtos medicos hospitalares,"piracicaba,sp.",63,Positivo,1,1,Não Informado
1033,ae bora mudar nome armario federal soh cabide nessa bosta parem atrapalhar cidadao,playstation 2,22,Negativo,0,0,RO
1072,caralho vai toma cu orgao inutil caralho basta taxar coisa deveria ser taxado basta taxar presente paguei agora ta barrando envio produto devolucao conseguir devolver perco dinheiro bando fdp corno,playstation 2,22,Negativo,0,0,RO
2447,**alerta* receita federal manda email contribuintes rf comunica contribuinte duas maneiras 1 carta enviada endereco 2 meio portal ecac caso receba email parecido imagem exclua rapidamente virus,"pmw,brasil",517,Neutro,2,2,Não Informado
1495,sabia pendencias relativas cpf podem ser regularizadas graca canais virtuais caso opte rede conveniada banco brasil caixa economica federal correios cartorios custo apenas 7,"ponta grossa,pr,brasil",3877,Positivo,1,1,PR
403,pois falta vontade politica,por ai,55,Neutro,2,2,RO
1335,precisa regularizar dados cadastro pessoa fisica #cpf disponibiliza canais virtuais gratuitos servico veja receita federal,por ai...,9909,Positivo,1,1,RO
1337,precisa regularizar dados cadastro pessoa fisica #cpf disponibiliza canais virtuais gratuitos servico veja receita federal,por ai...,9902,Positivo,1,1,RO
1651,#atendimento | informa pendencias relativas cadastro pessoa fisica cpf podem ser regularizadas meio canais virtuais atendimento vem saber mais,por ai...,9902,Positivo,1,1,RO
1328,autua 3 994 contribuintes autorregularizaram apos terem sido alertados inconsistencias declaracoes agencia brasil,por ai...,9884,Positivo,1,1,RO
1499,sabia pendencias relativas cpf podem ser regularizadas graca canais virtuais caso opte rede conveniada banco brasil caixa economica federal correios cartorios custo apenas 7,por ai...,9902,Positivo,1,1,RO
1739,#arrecadacao arrecadacao total receitas federais atingiu novembro 2020 valor 140 101 milhoes periodo acumulado janeiro novembro 2020 arrecadacao alcancou valor 1 320 325 milhoes saiba mais #rfb,por ai...,9884,Positivo,1,1,RO
1646,#atendimento | informa pendencias relativas cadastro pessoa fisica cpf podem ser regularizadas meio canais virtuais atendimento vem saber mais,por ai...,9909,Positivo,1,1,RO
1393,3o grupamento logistico presta apoio transporte materiais doados doacoes itens medicoshospitalares equipamentos eletronicos informatica #maoamiga #juntossomosmaisfortes,porto alegre,164,Positivo,1,1,RO
2693,olhem isso,porto alegre ,2380,Negativo,0,0,RO
1991,ai escandalo flavio bolsonaro advogadas reuniao receita federal via @,"porto alegre,brasil",143,Negativo,0,0,RS
2592,gente ceu quer dizer agora toda administracao publica brasileira trabalha funcao filhos presidente bolsonaro abin serpro receita federal mente doentia esquerda jornalismo desonesto globolixo,"porto alegre,brasil",2341,Negativo,0,0,RS
1128,entao resposta,"porto alegre,brasil",371,Negativo,0,2,RS
1097,presta estranhas reunioes,"porto alegre,brasil",373,Negativo,0,0,RS
1989,ai escandalo flavio bolsonaro advogadas reuniao receita federal via @,"porto alegre,brasil",142,Negativo,0,0,RS
1099,presta estranhas reunioes,"porto alegre,brasil",376,Negativo,0,0,RS
2853,safado,"porto alegre,brasil",1007,Neutro,2,2,RS
1098,presta estranhas reunioes,"porto alegre,brasil",377,Negativo,0,0,RS
1192,3o grupamento logistico presta apoio transporte materiais doados doacoes itens medicoshospitalares equipamentos eletronicos informatica #maoamiga #juntossomosmaisfortes,"porto alegre,brasil",121473,Positivo,1,1,RS
1318,alo alo vcs podem ajudar parcelas seguro desemprego pararam cair desde outubro apos solicitacao recalculo,"porto alegre,brasil",359,Negativo,0,0,RS
2823,punicao safado,"porto alegre,brasil",1007,Neutro,2,2,RS
251,pega esqueceu anexar recibo dentista bandidos passam vento,"porto alegre,rio grande do su",2384,Negativo,0,0,RS
795,serio isso,"porto alegre,rs",487,Negativo,0,0,RS
1262,parabens,"porto alegre,rs",362,Positivo,1,1,RS
2639,apos declarar situacao pobreza prefeito porto alegre descola uns bicos pagar 122 mil reais devidos receita federal,"porto alegre,rs",481,Neutro,2,0,RS
2556,significa receita federal persegue pequenos politicos gauchos bens 1 milhao 4 milhoes sacaram auxilio emergencial,"porto alegre,rs",25172,Negativo,0,0,RS
2557,significa receita federal persegue pequenos politicos gauchos bens 1 milhao 4 milhoes sacaram auxilio emergencial,"porto alegre,rs",25171,Negativo,0,0,RS
793,serio isso,"porto alegre,rs",483,Negativo,0,0,RS
2485,fortunas vc sabia maior renda percapta brasil brasilia 72 mil reais media daquelas asas onde residem auto escalao funcionalismo vc sabia congresso nacional anistiou cobranca receita federal grandes devedores impostos,"porto alegre,rs",45,Negativo,0,0,RS
1276,parabens,"porto ferreira,sp,brasil",3515,Positivo,1,1,SP
41,sonegando cara pau empresa bilionaria perde chance confere,"porto velho,brasil",50,Neutro,2,0,RO
1683,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,"porto velho,brazil",1679,Positivo,1,1,Não Informado
1716,#areceitafederalnaopara receita federal apreende 670 kg cocaina carga goiabada porto santos somente 2020 alfandega santos interceptou 20 5 toneladas cocaina cargas exportacao destinadas europa saiba mais,"praia grande,sp",1081,Positivo,1,1,SP
1868,receita federla ampliou 31 marco 2021 dispensa necessidade apresentar documentos originais copias autenticadas solicitar servicos receita federal prestar esclarecimentos saiba mais #rfb #receitafederal #prazo #servicos,"praia grande,sp",1131,Positivo,1,1,SP
1887,acao fiscalizacao aconteceu ambito operacao escudo apreendidos 320 mil mercadorias saiba mais #receitafederal #aduana #operacaoescudo,"praia grande,sp",1122,Positivo,1,1,SP
1728,#areceitafederalnaopara receita federal apreende 670 kg cocaina carga goiabada porto santos somente 2020 alfandega santos interceptou 20 5 toneladas cocaina cargas exportacao destinadas europa saiba mais,"praia grande,sp",1080,Positivo,1,1,SP
2968,outras figuras execraveis desta corte maldita chamada predam todos retalhem critica crimes voces antes disso pecam devassa fortunas assalariados,"praia grande,sp",1110,Neutro,2,2,SP
1867,receita federla ampliou 31 marco 2021 dispensa necessidade apresentar documentos originais copias autenticadas solicitar servicos receita federal prestar esclarecimentos saiba mais #rfb #receitafederal #prazo #servicos,"praia grande,sp",1086,Positivo,1,1,SP
1886,acao fiscalizacao aconteceu ambito operacao escudo apreendidos 320 mil mercadorias saiba mais #receitafederal #aduana #operacaoescudo,"praia grande,sp",1081,Positivo,1,1,SP
1433,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,"presidente prudente,sp,brasil",1152,Positivo,1,1,SP
204,gente paga salario vcs mesmo,princesinha do mar ,572,Negativo,0,0,RO
203,gente paga salario vcs mesmo,princesinha do mar ,569,Negativo,0,0,RO
190,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk ta pior estudante direito eai wilhelm maximilian diagnostico,puta que pariu,27,Neutro,2,2,RO
192,quanto consulta mesmo,puta que pariu,27,Neutro,2,2,RO
191,mano c quer pagar contas tambem ta argumento quer falar vida pessoal deploravel receita federal vai responder tweet discussao idiota meramente to usando matar tempo investigasse dia pais bitch,puta que pariu,27,Neutro,2,2,RO
189,conhecesse procedencia alias heranca familia conta ah faca tirar foto carteira trabalho acabar falsas desilusoes,puta que pariu,27,Negativo,0,0,RO
2318,pode ser isso tirei final 2019 pensei cpf precisava regularizar receita federal ta tudo certo,puta que pariu ,3,Neutro,2,0,RO
2788,to estressando site simples logo cedo arruma ai,"quirinopolis,goias",464,Negativo,0,0,GO
2874,vamos trabalhar brasil,recife,219,Neutro,2,0,RO
260,ne,recife,170,Neutro,2,2,RO
893,receita empresa privada dono orgao publico mostra quanto politicos vale gato enterra,recife,171,Neutro,2,2,RO
892,receita empresa privada dono orgao publico mostra quanto politicos vale gato enterra,recife,170,Neutro,2,2,RO
1196,fazendo sicalc renunciaram arrecadacao atrapalhar contribuinte darf sai codigo barras loterias banco brasil recebem codigo 1872 complementacao regrediu 2017 faz calculos desde novembro,recife,123,Negativo,0,0,RO
261,ne,recife,171,Neutro,2,2,RO
2116,autua 3 994 contribuintes autorregularizaram apos terem sido alertados inconsistencias declaracoes agencia brasil,"recife,brasil",1623,Positivo,1,1,PE
2520,precisa manifestar contra stf receita federal sim sabe todas transacoes cinistras dessa corja togada,"recife,brasil",724,Negativo,0,0,PE
2441,pais viciado subsidios sociedade brasileira vai conviver nivel tao elevado subsidios setor produtivo estimados receita federal 307 9 bilhoes neste ano pouco abaixo 4% produto interno bruto pib,"recife,brasil",335,Neutro,2,2,PE
2113,abriu hoje 22 consulta lote residual restituicao #impostoderenda credito bancario 200 mil contribuintes realizado 30 dezembro informacoes,"recife,brasil",1623,Positivo,1,1,PE
2117,pendencias cpf podem ser regularizadas canais virtuais correcao gratuita internet custo 7 reais caso contribuinte opte utilizar rede conveniada cartorios,"recife,brasil",1611,Positivo,1,1,PE
2097,contribuinte caiu malha fina concordar valores multas lancados pode apresentar defesa meio ecac partir hoje 7 proprio sistema informacoes preencher defesa informacoes abr,"recife,brasil",1614,Positivo,1,1,PE
2105,contribuinte declaracao retida malha concordar valores lancados pode apresentar defesa meio ecac necessidade comparecer unidade atendimento,"recife,brasil",1611,Positivo,1,1,PE
2371,primeiramente que cpf cadastro pessoas fisicas registro mantido receita federal brasil empresa multinacional ira impor sancoes pedir cpf unico pais tendo vista comunidade toxica mundo inteiro,"recife,brasil",76,Neutro,2,2,PE
2461,todo boicote ford ford abandonara brasil brasileiros deveriam boicotar produtos governo deveria exigir desses espertalhoes devolucao r$20 bilhoes impostos q dispensados d pagar desde 1999 segundo receita federal vao embora pq queriam +,"recife,brazil",2645,Negativo,0,0,PE
2247,obrigacao dever estado/receita federal manter cuidar investir area saude pais,"recife,brazil",137,Negativo,0,0,PE
1730,#areceitafederalnaopara receita federal apreende 670 kg cocaina carga goiabada porto santos somente 2020 alfandega santos interceptou 20 5 toneladas cocaina cargas exportacao destinadas europa saiba mais,"recife,pe",697,Positivo,1,1,PE
1718,#areceitafederalnaopara receita federal apreende 670 kg cocaina carga goiabada porto santos somente 2020 alfandega santos interceptou 20 5 toneladas cocaina cargas exportacao destinadas europa saiba mais,"recife,pe",700,Positivo,1,1,PE
2758,substituicao tributaria isencao imposto desvirtuar vez pj menos empresario mamador isencao quero propor aval substituicao tributaria ir iptu agradeco,"recife,pe,brasil",318,Negativo,0,0,PE
88,reforma tributaria nada briguinhas politicas ano todo ai sim,reino unido,24,Neutro,2,2,RO
2503,faco desafio receita federal realizar auditoria todos clubes futebol serie b vamos encontrar outros cruzeiros tudo estranho paga conta clube parana clube exemplo vivo gigante virou nanico,republica de curitiba ,175,Negativo,0,0,RO
