Tweet,User - Location,User - Followers,Classificacao,Sentimento
"@dominguesfelipe @UOLNoticias Nem leu a matéria.

Quem pede a prisão é o Sindifisco. SINDICATO dos auditores fiscais da Receita Federal e não o Governo.","Santa Cruz do Sul, Brasil",43,Neutro,2
"@eikebatista corrigidos pela inflação.Levantamento feito pela Folha a partir de dados da Receita Federal mostra que, embora tenha um número reduzido de empresas em atuação no país, o setor aparece na lista dos maiores gastos tributários do governo federal.
2",,320,Neutro,2
@Estadao @EstadaoEsporte Evitar multas da Receita Federal?,"Santos, São Paulo",4,Neutro,2
@FabianoFundaoRJ @nlida64065669 @UOL O IR é incumbência da Receita Federal. Não é decisão de prefeitos e governadores. Informe-se melhor.,"Natal, Brazil",118,Neutro,2
"@FariaLimaElevat Espero que esteja recolhendo as darfs e pagando tudo direitinho e principalmente compensando direito! Senao alem de perder tudo que sabemos que é questao de tempo, tb ficara devendo para a receita federal com multa de até 150%.",,17,Neutro,2
@FariaLimaElevat Receita Federal já deve estar com o bafo no cangote dele kkkkk,Belo Horizonte - MG - Brazil,62,Neutro,2
"@flaviaol Onde está o
Dinheiro que a Globo deve para receita federal ?",Rio de Janeiro ,156,Neutro,2
"@foxxxxxmulder @edsonbertini @danielPMERJ E pra fechar essa história de contrato, vai que o banco onde vc tem conta cometa crime e a Receita Federal bloqueie o dinheiro do banco, bem como o de todos os clientes...
É isso que você acha que vale em um contrato?","Rio de Janeiro, Brasil",83,Neutro,2
"@FredKraken Menino não  diga essa palavra a receita federal não  gosta.
É  investidor de pessoa fisica.",Brasil,218,Neutro,2
"@Gabriel_andraba @elorriagabriel @alicxs___ Vale lembrar, o dinheiro n vai pra receita federal e volta, ele é contabilizado junto com os demais estados e ai sim é repartido. Ou seja, desses 8 bi, ele volta num valor menor. Sem falar os custos de tda uma estrutura montada na correria para atender a alta demanda de paciente","São Paulo, Brasil",76,Neutro,2
@GabrielLemes_ Espero que consiga sacar antes deles falirem ou serem pegos pela receita federal https://t.co/S9fWHpo0gD,"Salvador, Brasil",2173,Negativo,0
"@garcialealsp Se Neymar ajudasse ,tinha pagado as dividas dele com a receita federal ! 
Tem que parar de cobrar de quem nada pode oferecer !",Canadá,2086,Negativo,0
"@GeneralGirao @fatimabezerra Aquela transparência nível cartão corporativo. Ou nível carteira de vacinação. Ou nível agenda oficial. Ou nível reunião com a Abin, GSI, Receita Federal, AGU, etc...",,338,Neutro,2
"@gucstt @Lucascunha15n @whindersson Doei dinheiro, amigo da Receita Federal e fiscal de doação",21,16,Neutro,2
"@guimaraes13PT Mas e justamente por esse motivo que derrubaram o governo do PT , mexer no bolso e patrimônio deles pra dividir com os pobres claro via receita federal mas um dia chegaram lá com ou sem golpe e trairagen políticas",,1,Neutro,2
"@iG Alia, se a GLOBO QUITAR COM A RECEITA FEDERAL, SERÁ MUITO BOM PARA COMPRAR VACINAS.ETCC.
E NÃO É SÓ ELA QUE DEVE AO FISCO.AONDE ESTA A SOLIDARIEDADE, AO BRASILEIROS.",,12,Neutro,2
"@incelnaovacina O único servidor público que se aposenta logo quando da o tempo de serviço são os de prefeituras de baixo nível que só vão pra cumprir tabela. Agora nesses cargos altos como INSS, tribunais e receita federal são tudo caras que entrou a mais de 30 anos e não larga o osso",,835,Negativo,0
"@isahcomentss Sim , pelo site da receita federal você consegue ver o seu cpf",,1163,Neutro,2
@izzynobre Nos 17 anos que trabalhei na Receita Federal esse choro era muito comum. Muita gente chorava mazela ganhando o topo do salário do funcionalismo público.,"Katowice, Polônia.",189,Neutro,2
@Joappletree Demonstrativo ou comunicado do Instituto Nacional do Seguro Social (INSS) ou da Receita Federal do Brasil (RFB).,"Fortaleza, Brasil",47,Neutro,2
@JornalOGlobo A Globo já pagou a dívida com a Receita Federal?,Lagoa Santa - MG - Brasil,657,Neutro,2
"@lacerda @naodanillo mas não é esmola. 1- medo dos bancos digitais 2- é melhor pro Itau/receita federal  que sua grana esteja no banco. fácil rastrear, fácil cobrar imposto, fácil de usar pra emprestimos/ cheque especial dos outros cliente...menos nota impressa pra fazer/fiscalizar...",,36,Neutro,2
"@Lari_xx2 Estão obrigados a declarar Imposto de Renda todos os contribuintes que tiveram rendimento anual superior ao teto estabelecido pela Receita Federal. Neste ano, ele corresponde a uma remuneração de R$ 28.559,70, o que dá uma média de R$ 2.379,98 por mês. Referência de 2020.",Brasil,220,Neutro,2
@LeoniceMariana1 Isso é um Estrume Jornalístico!!!! Manda Cassar Logo a Concessão da Globo Lixo que não Vai Ter Perdão dos Bilhões Sonegados em Impostos!!!!! Receita Federal e PF Neles!!!!🇧🇷🇧🇷🇧🇷🇧🇷,"João Pessoa, Brasil",201,Neutro,2
"@LiloVLOG Esse é o deputado q tem como base o MBL, cujo fundadores e amigos próximos são investigados por lavagem de dinheiro, ocultação de patrimônio, fraudes milionárias na Receita Federal e etc... Que é o corrupto, vagabundo e quadrilheiro?",Palmas,185,Neutro,2
@littlehelena_ @pqpkahalves Sabe dizer como faço pra ajeitar?? Entrei no site da receita federal mas n vi nada que pudesse me ajudar,,319,Negativo,0
@littlehelena_ Vai na receita federal e arruma la diretamente,"Aparecida de Goiânia, Brasil",39,Neutro,2
"@lnarloch O certo é ser tudo privado. O governo normativa e fiscaliza! A conta é gerada. O atendimento é feito. O governo paga. Senão tem dinheiro para pagar é encaminhado a receita federal que vai avaliar suas finanças, e paga zero se for carente e proporcional nos demais casos.",,148,Neutro,2
"@majuvasilva @hellneeko Primeiramente, o quê é um CPF?
Cadastro de pessoas físicas é um registro mantido pela receita federal do BRASIL.
por que uma empresa multinacional irá impor sanções como pedir CPF num único país? tendo em vista que a comunidade é tóxica no mundo inteiro?","Recife, Brasil",76,Neutro,2
"@marisdecarvalho Amiga, regularização de CPF não é diretamente nome limpo não. CPF irregular tem a ver com a entrega de imposto de renda pra receita federal, não tem nada a ver com o Serasa. Então dividas e inadimplência não contam. Só problema com a RF e problemas cadastrais.",,67,Neutro,2
"@NJose1212 @mariadorosario @enioverri @jandira_feghali @DeputadoBacelar @lidicedamata @zeca_dirceu @dasilvabenedita @taliriapetrone @RodrigoMaia @JanainaDoBrasil @cirogomes @camaradeputados @Haddad_Fernando Lavagem de dinheiro claro , mas vamos mais além ??? 
Filho de lula de tratador de zoológico a patrimônio de 145 milhões segundo a receita federal 
.89 mil x 145 milhões 👍👍👍👍","Rio de Janeiro, Brasil",33,Neutro,2
"@nsctvoficial Já chegou, o avião já pousou, só falta a receita 
Federal, a estudal e a municipal fazer a análise, a resposta sai em 90 dias, graças a união de esforços.",,10,Neutro,2
@o_antagonista Ele deveria informar a receita federal a sua declaração de bens,Brasil,1472,Neutro,2
@oswaldomouranet Eu não sou a receita federal pra vc declarar sua renda pra mim não fi.,"Belo Horizonte, Brasil",3928,Neutro,2
"@pequetitoreis Cruzeiro virou um covil de ladrões! 
Ali, tem que haver uma operação pente fino pela PF juntamente com auditorias pesadíssimas da Receita Federal. 
Te garanto que 99% do censelho vai ter alguma treta para explicar!",Brazil ,267,Negativo,0
"@personnalite R$27.700.000.000,00 Vinte e Sete Bilhões e Setecentos Milhões de Reais que Itaú Unibanco devem a receita federal brasileira.
E põem uns prá cobrar 
Desgraças.
 A Cada brasileiro vcs devem R$115,00 .
Desgraças",YouTubePadrãoServiçosComércio,4071,Neutro,2
"@phminutti @Rafa_el_Soares @Rconstantino Vc conhece um negócio chamado Receita Federal? Então! Se não acharam nada, é porque não tem nada. Não julgue os outros baseado em sua regra moral.",,51,Neutro,2
"@tercalivre Essa emissora imunda é campeã em calote!! 
Devem milhões à receita federal, devem cidadãos que ganharam prêmios em programecos chulos, e não receberam. 
Os irmãos Marinho não são apenas corruptos, criminosos e canalhas, são tbm PARASITAS!!",🌍🇧🇷🇵🇱🇺🇸🇮🇱🇧🇬🇺🇦 ,702,Negativo,0
"\\\\\\bolsonaro é revanchista... persegue delegado da receita federal e este pede demissão!

Tinha que estar a frente da crise da 2ª onda da covid e 
não fazendo maldades!
Camarada sem amor ao próximo!",,0,Neutro,2
"A mercadoria, o condutor e um passageiro foram direcionados à Receita Federal, em Foz do Iguaçu, para os procedimentos pertinentes.
https://t.co/d3zcjpPHca",Foz do Iguaçu - PR,2657,Neutro,2
"A meta pra esse ano é farmar dinheiro até a receita federal bater na minha porta, +1 -1",Eterno Arno James 💕✊🏾,332,Neutro,2
"A Receita Federal
Por meio desta declaro q meus impostos serão pagos no dia D
Hora H.
Cancelem os vencimentos anteriores a esta data",Sao Paulo,113,Negativo,0
A receita federal vai me caçar agora não tem mais como fugir do imposto de renda,Santa Catarina,212,Negativo,0
a receita federal vendo mais uma encomenda minha da shein chegar https://t.co/J01x6a7qgj,,300,Negativo,0
a receita federal vendo minha declaração de imposto https://t.co/jSw5WymO1C,"Santos, Brasil",148,Neutro,2
A velha tá desesperada por dinheiro. A receita federal bateu na porta https://t.co/ewINZOSwF8,El Dorado,646,Neutro,2
a vida adulta bate na porta sem dó quando tenho que lidar com trâmites da receita federal e do procon,,80,Neutro,2
"Desmascarando a origem quem e de onde vem fake News! Ganham milhões em doações. Receita Federal e Polícia Federal investigue!

#Bolsonaro2022

Empresária Alessandra Orofino criou plataforma utilizada por Sleeping Giants Brasil, diz Gazeta - GP1 https://t.co/KAzbFQGoNQ",PÁTRIA AMADA BRASIL,542,Neutro,2
É tanto CPF no Twitter que já tá quase dando vontade de mandar a Receita Federal fazer um levantamento,"Rio de Janeiro, Brasil",303,Neutro,2
"Esse profissional atua em Aeroportos, prestando serviços de perícia de mercadorias importadas ou a se exportar. A Alfândega da Receita Federal do Aeroporto de Viracopos realiza credenciamento de Peritos Autônomos. Veja como participar da seleção: https://t.co/kCZedvfrKF https://t.co/3dkKmlBQnq","Irati, Brasil",13337,Positivo,1
"Estudo de auditores da Receita Federal calculou diferença entre alta acumulada da inflação e correções da tabela do IR em 24 anos; atualmente, faixa de isenção está limitada a 1,73 salário mínimo

https://t.co/xJAJ9B1MTy",,392683,Neutro,2
"Eu já tomei bactrim duas vezes e as duas a farmácia falou que não precisava entregar a receita
E é um medicamento controlado pela receita federal",paraíso,204,Neutro,2
"Faça suas operações de câmbio com um agente autorizado de envios e exija sempre seu comprovante.
Faça câmbio seguro! Evite problemas com notas falsas e na Receita Federal.
 
#cambio #cambioseguro #cambiobelem https://t.co/iQyAW54OPQ","Belem, Pará - Brasil",126,Neutro,2
"Falso agente da Receita Federal tenta aplicar golpe em comércio de Timbó – Misturebas

#Atenção ⚠️
Golpista se apresentou como agente da Receita Federal e estaria no estabelecimento para cobrar uma dívida

🔸 Leia a matéria completa: https://t.co/GHABfwuJr2 https://t.co/W6PhYDpVfJ",Timbó,1641,Negativo,0
Medo maior do Trump serão os processos da Receita Federal. Por muito menos Al Capone pegou 11 anos de cadeia,San Pablo,502,Neutro,2
"No meu trampo quando alguém compra alguma coisa online no CNPJ, o endereço pra entrega tem que ser igual ao endereço cadastrado na receita Federal, até aí ok. 
Hoje eu entrei trabalhar e tinha um cara SURTANDO pq queria que fosse entregue em outro lugar +",,29,Neutro,2
O ex-vice (e agora de fato) prefeito de Goiânia é um pastor evangélico que declarou à Receita Federal ter R$ 90 de patrimônio. Deixo aqui o meu lamento muito ao povo da bela cidade,"Flamengo, Rio de Janeiro",1629,Neutro,2
"O Sindifisco (Sindicato Nacional dos Auditores-Fiscais da Receita Federal) propõe que isso mude com a reforma tributária e que haja sanções penais, como a prisão, para quem fraudar impostos, mesmo após a quitação dos débitos com a Receita Federal.
https://t.co/Ok2YhXtBCP https://t.co/g4qogX0udt",Angola,10849,Neutro,2
"O Sindifisco propõe que isso mude com a reforma tributária e que haja sanções penais, como a prisão, para quem fraudar impostos, mesmo após a quitação dos débitos com a Receita Federal.

Você concorda? https://t.co/xcsgRkByHg",Brasil,2714,Neutro,2
"O sujeito sai por aí berrando que bandido bom é bandido morto, mas não declara tudo o que ganha para a Receita Federal...",,135,Neutro,2
olhaí o pensamento lavajateiro ganhando corpo na receita federal https://t.co/huZ76Bqeuw,,7570,Neutro,2
"Os Tribunais e a Receita Federal do Brasil, já interpretaram que pagar em créditos no cartão de Vale-Transporte ou pagar em dinheiro não muda a natureza do benefício.+","Belém, Brasil",24,Neutro,2
"Quem frauda imposto hoje, seja empresário ou trabalhador, não vai para a cadeia se pagar ou prometer pagar o que deve. O Sindifisco (Sindicato Nacional dos Auditores-Fiscais da Receita Federal) propõe que isso mude com a reforma tr…https://t.co/QSseF7zy8O https://t.co/7bOAn8TGHr",Cu,438,Neutro,2
"Quem frauda imposto hoje, seja empresário ou trabalhador, não vai para a cadeia se pagar ou prometer pagar o que deve. O Sindifisco (Sindicato Nacional dos Auditores-Fiscais da Receita Federal) propõe que isso mude com a reforma tributária e que haja sanções penais, como a prisão https://t.co/2evMeKkZqV","Teresina, Brasil",8,Neutro,2
RT @BartBarbosa: O ex-vice (e agora de fato) prefeito de Goiânia é um pastor evangélico que declarou à Receita Federal ter R$ 90 de patrimônio. Deixo aqui o meu lamento muito ao povo da bela cidade,"Petrópolis, Brasil",552,Neutro,2
RT @BartBarbosa: O ex-vice (e agora de fato) prefeito de Goiânia é um pastor evangélico que declarou à Receita Federal ter R$ 90 de patrimônio. Deixo aqui o meu lamento muito ao povo da bela cidade,"Escombros do RJ, Brasil 2",1564,Neutro,2
RT @BartBarbosa: O ex-vice (e agora de fato) prefeito de Goiânia é um pastor evangélico que declarou à Receita Federal ter R$ 90 de patrimônio. Deixo aqui o meu lamento muito ao povo da bela cidade,Cinturão de Van Allen,4256,Neutro,2
"RT @camaradeputados: Proposta em análise na Câmara dos Deputados permite usar créditos de valores pagos a mais no pagamento de impostos para compensar débitos relativos a multas em tributos e contribuições administrados pela Receita Federal.
Leia mais: https://t.co/9tBPnKbqpD","Piauí, Brasil",13147,Neutro,2
"RT @camaradeputados: Proposta em análise na Câmara dos Deputados permite usar créditos de valores pagos a mais no pagamento de impostos para compensar débitos relativos a multas em tributos e contribuições administrados pela Receita Federal.
Leia mais: https://t.co/9tBPnKbqpD","Campinas, Brasil",26166,Neutro,2
"RT @carmelonetobr: Receita Federal acusa Globo de fazer associação criminosa com atores. Além de ter mamado por anos nos governos petistas, a Globo ainda sonegava imposto. A MAMATA ACABOU!",,8,Neutro,2
"RT @celsogrusso: @reinaldoazevedo Era Delegado da PF? Por que foi pedido à Receita Federal sua demissão? Ele não seria o Inspetor da Alfândega (tributos externos), que é um cargo equivalente a Delegado da Receita Federal (tributos internos)?

É pergunta mesmo, não afirmação. Gostaria de saber.",,966,Neutro,2
"RT @cidadealerta: Golpista em ação: Ele oferece preços baixos em produtos que seriam de um leilão da Receita Federal, se diz amigo dos policiais para passar credibilidade, mas... cuidado, é golpe! #CidadeAlerta https://t.co/5fMdyL1gIL",,4892546,Negativo,0
"RT @Cleiton_jn: Segundo o Sindicato Auditores Fiscais Receita Federal em 12/01/21 a defasagem tabela IRPF é de 113%%. A promessa de campanha do candidato @jairbolsonaro  que quem ganhasse até R$ 5.000,00 estaria isento. Estelionato eleitoral?

QUEM ACREDITOU, SE FERROU

É aí, @PauloGuedesReal ? https://t.co/HaHYSbAWR9",,258,Neutro,2
"RT @debocheXmode: Alô, advtwitter (esse eu acho que nunca usei rs)! 

Tem algum site (link da receita federal algo assim) que eu consigo achar informando se uma PJ é microempresa ou EPP?",Brasil,32,Negativo,0
"RT @debocheXmode: Alô, advtwitter (esse eu acho que nunca usei rs)! 

Tem algum site (link da receita federal algo assim) que eu consigo achar informando se uma PJ é microempresa ou EPP?",,1403,Negativo,0
"RT @EDSONMa13328040: @RevistaCrusoe Juiza tem que solicita transparência no cartão corporativo. CPI no senado.Pode até esta financiamento os fakes ou coisa  pior com  dinheiro não declarado. Receita Federal, TCU,  PF, comissão mista precisam auditar o cartão",,97,Negativo,0
"RT @EstadaoEconomia: Estudo de auditores da Receita Federal calculou diferença entre alta acumulada da inflação e correções da tabela do IR em 24 anos; atualmente, faixa de isenção está limitada a 1,73 salário mínimo

https://t.co/xJAJ9B1MTy",Brasil,35349,Neutro,2
"RT @EstadaoEconomia: Estudo de auditores da Receita Federal calculou diferença entre alta acumulada da inflação e correções da tabela do IR em 24 anos; atualmente, faixa de isenção está limitada a 1,73 salário mínimo

https://t.co/xJAJ9B1MTy","Brasília, Brasil",2121,Neutro,2
"RT @faydeazevedo: @reinaldoazevedo Ele é auditor-fiscal da Receita Federal, não delegado da Polícia Federal.",,966,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",São Paulo/SP Brasil,5429,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",,60,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",,375,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",,410,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",,2348,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",,288,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",Sampa,246,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",,1342,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",Parahyba,1272,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b","Fortaleza, Brasil",46,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",,6477,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",,322,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",Brasil,3258,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b","Rio de Janeiro, Brasil",1524,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",,165,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",,111,Neutro,2
"RT @fiscaldoibama: Olha q LOUCURA:

A Polícia Federal, Receita Federal e MPF foram para os USA pra conversar sobre tráfico ilegal de madeira por conta das crescentes apreensões de madeira brasileira.

Não tá faltando alguém aí?

AH! O condenado proibiu o IBAMA de viajar!
https://t.co/74ilVFeU1b",,85,Neutro,2
"RT @jeffs_araujo35: Um país viciado em subsídios. Até quando a sociedade brasileira vai conviver com um nível tão elevado de subsídios ao setor produtivo, estimados pela Receita Federal em R$ 307,9 bilhões neste ano, pouco abaixo de 4% do Produto Interno Bruto (PIB). ⬇️ https://t.co/EWCX4Ss3U9",,7045,Neutro,2
"RT @jeffs_araujo35: Um país viciado em subsídios. Até quando a sociedade brasileira vai conviver com um nível tão elevado de subsídios ao setor produtivo, estimados pela Receita Federal em R$ 307,9 bilhões neste ano, pouco abaixo de 4% do Produto Interno Bruto (PIB). ⬇️ https://t.co/EWCX4Ss3U9",Belo Horizonte ,600,Neutro,2
"RT @jeffs_araujo35: Um país viciado em subsídios. Até quando a sociedade brasileira vai conviver com um nível tão elevado de subsídios ao setor produtivo, estimados pela Receita Federal em R$ 307,9 bilhões neste ano, pouco abaixo de 4% do Produto Interno Bruto (PIB). ⬇️ https://t.co/EWCX4Ss3U9","Recife, Brasil",335,Neutro,2
"RT @jeffs_araujo35: Um país viciado em subsídios. Até quando a sociedade brasileira vai conviver com um nível tão elevado de subsídios ao setor produtivo, estimados pela Receita Federal em R$ 307,9 bilhões neste ano, pouco abaixo de 4% do Produto Interno Bruto (PIB). ⬇️ https://t.co/EWCX4Ss3U9",United States,326,Neutro,2
"RT @jeffs_araujo35: Um país viciado em subsídios. Até quando a sociedade brasileira vai conviver com um nível tão elevado de subsídios ao setor produtivo, estimados pela Receita Federal em R$ 307,9 bilhões neste ano, pouco abaixo de 4% do Produto Interno Bruto (PIB). ⬇️ https://t.co/EWCX4Ss3U9",sao paulo,887,Neutro,2
"RT @jeffs_araujo35: Um país viciado em subsídios. Até quando a sociedade brasileira vai conviver com um nível tão elevado de subsídios ao setor produtivo, estimados pela Receita Federal em R$ 307,9 bilhões neste ano, pouco abaixo de 4% do Produto Interno Bruto (PIB). ⬇️ https://t.co/EWCX4Ss3U9",,7507,Neutro,2
RT @MBRAndrea: olhaí o pensamento lavajateiro ganhando corpo na receita federal https://t.co/huZ76Bqeuw,Floripa,4493,Neutro,2
RT @MBRAndrea: olhaí o pensamento lavajateiro ganhando corpo na receita federal https://t.co/huZ76Bqeuw,,966,Neutro,2
"RT @rai_conta_mais: *📌*ALERTA*🚨
A Receita Federal não manda e-mail para contribuintes!
A RF se comunica com o contribuinte de duas maneiras: 
1 - Por carta (enviada para o endereço) ou
2 -  Por meio do portal E-Cac.

Caso receba um e-mail parecido com o da imagem, exclua rapidamente,  é VÍRUS! https://t.co/Gl3ARpZo5d",PMW - Brasil,517,Neutro,2
"RT @rai_conta_mais: *📌*ALERTA*🚨
A Receita Federal não manda e-mail para contribuintes!
A RF se comunica com o contribuinte de duas maneiras: 
1 - Por carta (enviada para o endereço) ou
2 -  Por meio do portal E-Cac.

Caso receba um e-mail parecido com o da imagem, exclua rapidamente,  é VÍRUS! https://t.co/Gl3ARpZo5d",,48,Neutro,2
"RT @ShadowxMoon7: CPF: 10911767797
NOME: CRISTIANO DE OLIVEIRA CASTILHO
SEXO: M
DATA NASC: 1981-12-08
STATUS RECEITA FEDERAL: Regular

RG: None
ORGÃO EMISSOR: None
UF RG: None

TITULO ELEITORAL: 109524320329
NACIONALIDADE: Brasileiro
ESTADO CIVIL: None

NOME MÃE: IEZA ISAURA DE OLIVEIRA CASTILHO https://t.co/KJ47gLN6B6",,160,Neutro,2
"RT @ShadowxMoon7: CPF: 10911767797
NOME: CRISTIANO DE OLIVEIRA CASTILHO
SEXO: M
DATA NASC: 1981-12-08
STATUS RECEITA FEDERAL: Regular

RG: None
ORGÃO EMISSOR: None
UF RG: None

TITULO ELEITORAL: 109524320329
NACIONALIDADE: Brasileiro
ESTADO CIVIL: None

NOME MÃE: IEZA ISAURA DE OLIVEIRA CASTILHO https://t.co/KJ47gLN6B6",𝕸𝖆𝖌𝖎𝖈 𝕾𝖍𝖔𝖕,1078,Neutro,2
"RT @VanteStore: 📢 Como realizar o pagamento de despacho postal ou tributações no site do Correios.

Mini tutorial de como proceder com pagamentos à Receita Federal do Brasil quando sua importação passa pela fiscalização aduaneira e é cobrada alguma taxa de despacho postal (R$15) ou tributação.",,932,Neutro,2
"RT @VanteStore: 📢 Como realizar o pagamento de despacho postal ou tributações no site do Correios.

Mini tutorial de como proceder com pagamentos à Receita Federal do Brasil quando sua importação passa pela fiscalização aduaneira e é cobrada alguma taxa de despacho postal (R$15) ou tributação.",,162,Neutro,2
"RT @VanteStore: 📢 Como realizar o pagamento de despacho postal ou tributações no site do Correios.

Mini tutorial de como proceder com pagamentos à Receita Federal do Brasil quando sua importação passa pela fiscalização aduaneira e é cobrada alguma taxa de despacho postal (R$15) ou tributação.",,1234,Neutro,2
"RT @VanteStore: 📢 Como realizar o pagamento de despacho postal ou tributações no site do Correios.

Mini tutorial de como proceder com pagamentos à Receita Federal do Brasil quando sua importação passa pela fiscalização aduaneira e é cobrada alguma taxa de despacho postal (R$15) ou tributação.","Rio de Janeiro, Brasil",348,Neutro,2
"RT @VanteStore: 📢 Como realizar o pagamento de despacho postal ou tributações no site do Correios.

Mini tutorial de como proceder com pagamentos à Receita Federal do Brasil quando sua importação passa pela fiscalização aduaneira e é cobrada alguma taxa de despacho postal (R$15) ou tributação.",Dark of human soul: shadow,141,Neutro,2
"RT @VanteStore: 📢 Como realizar o pagamento de despacho postal ou tributações no site do Correios.

Mini tutorial de como proceder com pagamentos à Receita Federal do Brasil quando sua importação passa pela fiscalização aduaneira e é cobrada alguma taxa de despacho postal (R$15) ou tributação.","São José do Rio Preto, Brasil",28591,Neutro,2
"RT @VanteStore: 📢 Como realizar o pagamento de despacho postal ou tributações no site do Correios.

Mini tutorial de como proceder com pagamentos à Receita Federal do Brasil quando sua importação passa pela fiscalização aduaneira e é cobrada alguma taxa de despacho postal (R$15) ou tributação.",ot7,1000,Neutro,2
